,Date,Team,Acquired,Relinquished,Notes,PLAYER_ID,TEAM_ID,NICKNAME,inj_MIN,inj_FGA,inj_FG_PCT,inj_FG3A,inj_FG3_PCT,inj_FTA,inj_FT_PCT,inj_REB,inj_AST,inj_STL,inj_BLK,inj_TO,inj_PF,inj_PTS,inj_PLUS_MINUS,p5_MIN,p5_FGA,p5_FG_PCT,p5_FG3A,p5_FG3_PCT,p5_FTA,p5_FT_PCT,p5_REB,p5_AST,p5_STL,p5_BLK,p5_TO,p5_PF,p5_PTS,p5_PLUS_MINUS
1025,2010-12-17,Nets,,Anthony Morrow,placed on IL,201627,1610612751,Nets,,,,,,,,,,,,,,,,27.23333333333333,10.0,0.3678,3.8,0.4466,0.8,0.4,1.6,1.4,0.0,0.0,0.2,2.6,11.2,-8.8
1026,2010-12-19,Nets,,Quinton Ross,bruised lower back (DNP),2624,1610612751,Nets,,,,,,,,,,,,,,,,17.091666666666665,1.75,0.3125,0.0,0.0,1.75,0.125,3.0,0.5,0.0,0.25,0.5,2.0,1.75,6.5
1027,2010-12-21,Nets,,Quinton Ross,bruised lower back (DNP),2624,1610612751,Nets,,,,,,,,,,,,,,,,17.091666666666665,1.75,0.3125,0.0,0.0,1.75,0.125,3.0,0.5,0.0,0.25,0.5,2.0,1.75,6.5
1028,2010-12-22,Nets,,Quinton Ross,bruised lower back (DNP),2624,1610612751,Nets,,,,,,,,,,,,,,,,16.288888888888888,1.6666666666666667,0.4166666666666667,0.0,0.0,2.3333333333333335,0.16666666666666666,3.3333333333333335,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,2.3333333333333335,4.0
1029,2010-12-31,Nets,,Jordan Farmar,bone bruise in right knee (DNP),200770,1610612751,Nets,,,,,,,,,,,,,,,,18.7,6.4,0.34500000000000003,2.0,0.4666,1.4,0.32,1.8,3.0,0.0,0.2,1.6,2.0,6.0,-1.8
1030,2010-12-31,Nets,,Troy Murphy,placed on IL with viral infection,2211,1610612751,Nets,,,,,,,,,,,,,,,,16.439999999999998,4.8,0.3776,0.6,0.0,1.2,0.1,5.0,0.0,0.4,0.0,0.6,1.2,4.0,-4.6
1031,2011-01-01,Nets,,Jordan Farmar,bone bruise in right knee (DNP),200770,1610612751,Nets,,,,,,,,,,,,,,,,19.541666666666664,6.75,0.33125,2.25,0.33325,1.25,0.15,2.0,3.0,0.0,0.25,1.5,2.0,5.75,-5.75
1032,2011-01-08,Nets,,Devin Harris,bruised right quadriceps (DNP),2734,1610612751,Nets,,,,,,,,,,,,,,,,30.906666666666666,12.2,0.33940000000000003,1.0,0.4,5.0,0.7203999999999999,2.0,6.8,1.0,0.0,2.8,2.8,13.4,-7.2
1033,2011-01-12,Nets,,Anthony Morrow,strained right hamstring (DNP),201627,1610612751,Nets,,,,,,,,,,,,,,,,28.59583333333333,10.75,0.317,4.5,0.30825,0.75,0.25,1.75,1.5,0.0,0.0,0.0,2.0,11.5,-6.5
1034,2011-01-12,Nets,,Troy Murphy,placed on IL,2211,1610612751,Nets,,,,,,,,,,,,,,,,12.158333333333335,2.5,0.8335,0.5,0.0,2.0,0.25,3.0,0.0,0.0,0.0,1.0,0.5,5.0,-5.0
1035,2011-01-15,Nets,,Anthony Morrow,strained right hamstring (DNP),201627,1610612751,Nets,,,,,,,,,,,,,,,,20.28333333333333,8.5,0.1765,4.5,0.1665,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.5,7.5,-7.5
1036,2011-01-17,Nets,,Anthony Morrow,strained right hamstring (DNP),201627,1610612751,Nets,,,,,,,,,,,,,,,,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037,2011-01-28,Nets,,Jordan Farmar,strained lower back (DNP),200770,1610612751,Nets,,,,,,,,,,,,,,,,21.689999999999998,6.6,0.3976,3.8,0.5166000000000001,0.4,0.2,1.4,5.6,0.6,0.0,2.6,1.8,7.6,3.0
1038,2011-01-29,Nets,,Jordan Farmar,strained lower back (DNP),200770,1610612751,Nets,,,,,,,,,,,,,,,,22.329166666666666,6.75,0.372,3.5,0.49575,0.0,0.0,1.0,5.0,0.75,0.0,2.5,2.0,6.75,1.0
1039,2011-01-31,Nets,,Jordan Farmar,strained lower back (DNP),200770,1610612751,Nets,,,,,,,,,,,,,,,,22.627777777777776,7.0,0.3293333333333333,4.0,0.49433333333333335,0.0,0.0,0.6666666666666666,5.666666666666667,1.0,0.0,2.3333333333333335,2.0,6.666666666666667,-0.6666666666666666
1040,2011-02-02,Nets,,Jordan Farmar,placed on IL with strained lower back,200770,1610612751,Nets,,,,,,,,,,,,,,,,22.627777777777776,7.0,0.3293333333333333,4.0,0.49433333333333335,0.0,0.0,0.6666666666666666,5.666666666666667,1.0,0.0,2.3333333333333335,2.0,6.666666666666667,-0.6666666666666666
1041,2011-02-09,Nets,,Orien Greene,placed on IL,101158,1610612751,Nets,2.966666666666667,0.0,0.0,0.0,0.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.7777777777777777,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
1042,2011-02-25,Nets,,Brandan Wright,placed on IL,201148,1610612751,Nets,,,,,,,,,,,,,,,,10.045833333333333,3.0,0.5535,0.0,0.0,1.0,0.0,1.5,0.5,0.5,0.5,0.25,0.0,4.5,-0.75
1043,2011-02-25,Nets,,Stephen Graham,placed on IL,101211,1610612751,Nets,1.4333333333333331,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.925000000000001,3.0,0.3,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.0,3.0,2.0
1044,2011-02-26,Nets,,Quinton Ross,strained lower back (DNP),2624,1610612751,Nets,,,,,,,,,,,,,,,,13.48,2.4,0.5534000000000001,0.2,0.0,0.6,0.3,0.8,0.2,0.2,0.6,0.2,1.6,3.2,-2.6
1045,2011-02-28,Nets,,Dan Gadzuric,placed on IL,2429,1610612751,Nets,9.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,5.0,,,,,,,,,,,,,,,
1046,2011-02-28,Nets,,Jordan Farmar,placed on IL with sprained left ankle,200770,1610612751,Nets,2.0166666666666666,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,18.393333333333334,7.8,0.41579999999999995,3.6,0.38,0.8,0.13340000000000002,2.4,3.2,0.6,0.0,1.2,2.0,8.2,-3.0
1047,2011-02-28,Nets,,Quinton Ross,placed on IL with strained lower back,2624,1610612751,Nets,,,,,,,,,,,,,,,,13.48,2.4,0.5534000000000001,0.2,0.0,0.6,0.3,0.8,0.2,0.2,0.6,0.2,1.6,3.2,-2.6
1048,2011-03-04,Nets,,Ben Uzoh,placed on IL,202386,1610612751,Nets,14.616666666666667,2.0,0.5,0.0,0.0,2.0,0.5,0.0,3.0,0.0,0.0,1.0,2.0,3.0,-3.0,7.441666666666666,3.25,0.35425,0.25,0.0,1.75,0.5,2.5,0.75,0.25,0.0,0.25,0.5,5.75,1.0
1049,2011-03-04,Nets,,Brandan Wright,placed on IL,201148,1610612751,Nets,,,,,,,,,,,,,,,,12.527777777777777,4.0,0.738,0.0,0.0,1.3333333333333333,0.0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,6.0,-0.3333333333333333
1050,2011-03-05,Nets,,Anthony Morrow,placed on IL with concussion,201627,1610612751,Nets,12.083333333333336,5.0,0.4,3.0,0.667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,3.0,32.85333333333333,12.6,0.4002,5.6,0.43660000000000004,3.4,0.7778,3.2,0.6,0.4,0.0,1.0,2.2,15.8,-5.0
1051,2011-03-09,Nets,,Damion James,placed on IL with concussion,202345,1610612751,Nets,21.75,3.0,0.667,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,4.0,1.0,23.0,5.2,0.6692,0.0,0.0,1.6,0.5,4.6,1.6,1.2,0.6,2.0,3.2,8.2,-1.4
1052,2011-03-14,Nets,,Ben Uzoh,placed on IL,202386,1610612751,Nets,1.6833333333333331,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-6.0,8.386666666666665,2.6,0.25,0.2,0.0,1.6,0.3,1.8,1.2,0.2,0.0,0.4,0.8,4.2,-1.8
1053,2011-03-17,Nets,,Dan Gadzuric,placed on IL,2429,1610612751,Nets,,,,,,,,,,,,,,,,7.655555555555556,2.0,0.08333333333333333,0.0,0.0,1.3333333333333333,0.3333333333333333,2.3333333333333335,0.0,0.0,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,-2.3333333333333335
1054,2011-03-20,Nets,,Deron Williams,placed on IL with strained tendon in right wrist,101114,1610612751,Nets,36.083333333333336,13.0,0.308,6.0,0.333,9.0,0.889,4.0,9.0,1.0,0.0,5.0,2.0,18.0,-7.0,39.65,14.4,0.3242,5.8,0.3066,3.0,0.7333999999999999,4.4,13.4,1.6,0.2,4.4,3.6,14.2,1.6
1055,2011-03-21,Nets,,Damion James,sore right foot (DNP),202345,1610612751,Nets,,,,,,,,,,,,,,,,23.87,5.2,0.5742,0.2,0.0,1.4,0.2,4.2,1.2,1.4,0.4,1.2,2.2,7.0,3.4
1056,2011-03-23,Nets,,Damion James,sore right foot (DNP),202345,1610612751,Nets,,,,,,,,,,,,,,,,23.09166666666667,5.0,0.5095000000000001,0.25,0.0,0.5,0.0,3.5,0.75,1.5,0.5,1.25,1.75,5.0,-1.25
1057,2011-03-25,Nets,,Damion James,placed on IL with sore right foot,202345,1610612751,Nets,,,,,,,,,,,,,,,,23.09166666666667,5.0,0.5095000000000001,0.25,0.0,0.5,0.0,3.5,0.75,1.5,0.5,1.25,1.75,5.0,-1.25
1058,2011-03-25,Nets,,Sundiata Gaines,placed on IL with fractured right hip (out for season),202178,1610612751,Nets,4.766666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.0,13.85,5.0,0.409,2.2,0.3666,2.6,0.19280000000000003,2.8,1.4,0.8,0.0,0.8,1.4,5.8,-1.2
1059,2011-03-26,Nets,,Damion James,sore right foot (DNP),202345,1610612751,Nets,,,,,,,,,,,,,,,,23.53888888888889,5.666666666666667,0.457,0.3333333333333333,0.0,0.6666666666666666,0.0,3.6666666666666665,1.0,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,5.333333333333333,-2.0
1060,2011-03-26,Nets,,Quinton Ross,placed on IL with bulging disc in lower back,2624,1610612751,Nets,3.8666666666666663,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,15.3125,2.5,0.5667500000000001,0.25,0.0,0.75,0.375,1.0,0.25,0.25,0.5,0.25,2.0,3.5,-1.75
1061,2011-03-29,Nets,,Damion James,sore right foot (DNP),202345,1610612751,Nets,,,,,,,,,,,,,,,,25.483333333333334,6.0,0.38550000000000006,0.5,0.0,0.0,0.0,3.0,1.5,1.5,0.5,2.0,1.5,5.0,-1.0
1062,2011-03-30,Nets,,Ben Uzoh,sore left knee (DNP),202386,1610612751,Nets,,,,,,,,,,,,,,,,10.636666666666663,3.0,0.19280000000000003,0.0,0.0,0.8,0.15,1.4,2.4,0.4,0.0,1.0,0.2,3.0,-4.6
1063,2011-03-30,Nets,,Damion James,placed on IL with sore right foot,202345,1610612751,Nets,,,,,,,,,,,,,,,,25.483333333333334,6.0,0.38550000000000006,0.5,0.0,0.0,0.0,3.0,1.5,1.5,0.5,2.0,1.5,5.0,-1.0
1064,2011-04-01,Nets,,Kris Humphries,placed on IL with sprained ankle (out for season),2743,1610612751,Nets,43.71666666666667,10.0,0.5,0.0,0.0,8.0,0.625,14.0,2.0,0.0,1.0,2.0,1.0,15.0,1.0,31.306666666666665,10.0,0.5157999999999999,0.0,0.0,2.0,0.5,13.0,2.0,0.6,1.0,2.4,2.0,11.8,-7.0
1065,2011-04-05,Nets,,Anthony Morrow,left knee tendinitis (DTD),201627,1610612751,Nets,,,,,,,,,,,,,,,,29.799999999999994,13.0,0.4354,3.8,0.24,2.2,0.5714,2.2,1.8,0.6,0.0,1.0,2.2,15.2,-10.8
1066,2011-04-06,Nets,,Anthony Morrow,left knee tendinitis (DNP),201627,1610612751,Nets,,,,,,,,,,,,,,,,28.704166666666662,11.0,0.41325,3.75,0.3,2.0,0.46425,2.0,2.0,0.5,0.0,1.25,1.75,12.75,-10.0
1067,2011-04-06,Nets,,Damion James,sore right foot (DNP),202345,1610612751,Nets,,,,,,,,,,,,,,,,29.1,7.0,0.5710000000000001,1.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,3.0,2.0,8.0,8.0
1068,2011-04-06,Nets,,Deron Williams,placed on IL with sore right wrist (out for season),101114,1610612751,Nets,42.71666666666667,15.0,0.4,6.0,0.333,7.0,0.5710000000000001,4.0,21.0,2.0,1.0,2.0,2.0,18.0,3.0,34.57666666666667,13.8,0.296,4.0,0.1332,4.2,0.7112,4.8,9.4,0.6,0.0,3.2,2.8,13.4,-10.4
1069,2011-04-08,Nets,,Anthony Morrow,left knee tendinitis (DNP),201627,1610612751,Nets,,,,,,,,,,,,,,,,27.761111111111106,10.0,0.45566666666666666,3.3333333333333335,0.3333333333333333,2.6666666666666665,0.619,2.3333333333333335,2.0,0.3333333333333333,0.0,1.0,1.6666666666666667,14.0,-10.666666666666666
1070,2011-04-10,Nets,,Anthony Morrow,left knee tendinitis (DNP),201627,1610612751,Nets,,,,,,,,,,,,,,,,22.18333333333333,7.5,0.35,2.5,0.1,0.5,0.5,1.0,2.5,0.5,0.0,0.5,0.5,6.0,-13.0
1071,2011-04-10,Nets,,Damion James,sore right foot (DNP),202345,1610612751,Nets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,2011-04-11,Nets,,Anthony Morrow,left knee tendinitis (DNP),201627,1610612751,Nets,,,,,,,,,,,,,,,,22.98333333333333,10.0,0.3,5.0,0.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,-8.0
1073,2011-04-11,Nets,,Damion James,sore right foot (DNP),202345,1610612751,Nets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,2011-04-11,Nets,,Deron Williams,surgery on right wrist to remove bone fragments and scar tissue (out for season),101114,1610612751,Nets,42.71666666666667,15.0,0.4,6.0,0.333,7.0,0.5710000000000001,4.0,21.0,2.0,1.0,2.0,2.0,18.0,3.0,34.57666666666667,13.8,0.296,4.0,0.1332,4.2,0.7112,4.8,9.4,0.6,0.0,3.2,2.8,13.4,-10.4
1075,2011-04-11,Nets,,Mario West,separated left shoulder (DNP),201238,1610612751,Nets,16.433333333333334,4.0,0.25,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,8.0,19.90666666666667,3.4,0.3998,0.8,0.1,1.0,0.2334,1.8,1.4,1.0,0.0,0.4,2.4,4.0,-3.0
1076,2011-04-13,Nets,,Anthony Morrow,left knee tendinitis (DNP),201627,1610612751,Nets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,2011-04-13,Nets,,Damion James,sore right foot (DNP),202345,1610612751,Nets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,2011-04-13,Nets,,Mario West,left shoulder injury (DNP),201238,1610612751,Nets,,,,,,,,,,,,,,,,20.1,3.0,0.2832,0.4,0.0,0.4,0.1,2.2,1.8,1.0,0.0,0.0,2.4,1.8,-1.2
1079,2011-05-04,Nets,,Brook Lopez,surgery on upper right arm to remove bone mass and calcium deposit (out indefinitely),201572,1610612751,Nets,37.98333333333333,17.0,0.471,0.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,2.0,3.0,17.0,-15.0,37.593333333333334,20.8,0.601,0.0,0.0,9.4,0.8160000000000001,7.0,2.0,0.6,0.6,2.2,2.6,32.4,-6.6
1080,2011-12-22,Nets,,Brook Lopez,surgery on right foot to repair stress fracture (out indefinitely),201572,1610612751,Nets,22.0,12.0,0.583,0.0,0.0,3.0,0.333,9.0,0.0,0.0,1.0,6.0,5.0,15.0,,35.63999999999999,17.8,0.5332000000000001,0.0,0.0,7.8,0.7988,6.2,1.4,0.6,1.6,2.6,2.4,25.0,-11.5
1081,2011-12-26,Nets,,Brook Lopez,placed on IL recovering from surgery on right foot to repair stress fracture,201572,1610612751,Nets,22.0,12.0,0.583,0.0,0.0,3.0,0.333,9.0,0.0,0.0,1.0,6.0,5.0,15.0,,35.63999999999999,17.8,0.5332000000000001,0.0,0.0,7.8,0.7988,6.2,1.4,0.6,1.6,2.6,2.4,25.0,-11.5
1082,2011-12-27,Nets,,Jordan Williams,dehydration (DTD),202716,1610612751,Nets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,2012-01-02,Nets,,Kris Humphries,placed on IL with sore left shoulder,2743,1610612751,Nets,30.43333333333333,5.0,0.2,0.0,0.0,11.0,0.818,5.0,0.0,0.0,0.0,1.0,2.0,11.0,-5.0,27.056666666666665,7.2,0.44860000000000005,0.0,0.0,3.0,0.62,9.0,1.2,0.6,0.4,1.2,2.4,10.2,0.5
1084,2012-01-04,Nets,,Deron Williams,sore ribs on right side (DNP),101114,1610612751,Nets,,,,,,,,,,,,,,,,31.919999999999995,14.2,0.34880000000000005,4.0,0.2786,5.8,0.8635999999999999,3.0,5.4,1.8,0.6,4.4,1.8,16.2,-13.2
1085,2012-01-06,Nets,,Damion James,sprained right ankle (DTD),202345,1610612751,Nets,18.466666666666665,2.0,0.5,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,2.0,2.0,7.0,22.753333333333334,5.2,0.44220000000000004,0.2,0.0,2.0,0.2334,3.0,0.6,1.0,1.2,2.0,2.2,5.2,-9.8
1086,2012-01-06,Nets,,MarShon Brooks,sprained left ankle (DNP),202705,1610612751,Nets,,,,,,,,,,,,,,,,25.473333333333333,12.8,0.3982,2.6,0.4466,2.8,0.55,3.8,0.8,1.0,0.2,1.2,1.8,15.2,-6.4
1087,2012-01-07,Nets,,Damion James,sore right foot (DNP),202345,1610612751,Nets,,,,,,,,,,,,,,,,21.723333333333333,4.8,0.5422,0.2,0.0,2.0,0.2334,3.2,0.6,1.2,1.2,1.4,2.2,5.6,-3.6
1088,2012-01-07,Nets,,Mehmet Okur,placed on IL with back spasms,2246,1610612751,Nets,3.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,30.523333333333333,8.6,0.43800000000000006,3.6,0.5334000000000001,0.0,0.0,6.0,1.8,0.6,0.2,1.0,2.2,9.2,-13.8
1089,2012-01-09,Nets,,Damion James,placed on IL with sore right foot (out for season),202345,1610612751,Nets,,,,,,,,,,,,,,,,21.723333333333333,4.8,0.5422,0.2,0.0,2.0,0.2334,3.2,0.6,1.2,1.2,1.4,2.2,5.6,-3.6
1090,2012-01-09,Nets,,DeShawn Stevenson,sore right knee (DNP),2052,1610612751,Nets,,,,,,,,,,,,,,,,19.67666666666667,5.0,0.24359999999999998,4.4,0.25,0.0,0.0,1.0,0.8,0.2,0.0,0.0,1.4,4.8,-2.8
1091,2012-01-09,Nets,,Mehmet Okur,back spasms (DNP),2246,1610612751,Nets,,,,,,,,,,,,,,,,26.02,7.0,0.34920000000000007,3.4,0.33340000000000003,0.0,0.0,5.0,1.8,0.6,0.2,1.0,1.4,7.4,-10.4
1092,2012-01-11,Nets,,DeShawn Stevenson,sore right knee (DNP),2052,1610612751,Nets,,,,,,,,,,,,,,,,20.770833333333336,5.75,0.1795,5.0,0.1875,0.0,0.0,1.25,1.0,0.25,0.0,0.0,1.75,5.25,-3.0
1093,2012-01-13,Nets,,Dennis Horner,sprained left ankle (DNP),202862,1610612751,Nets,,,,,,,,,,,,,,,,2.7416666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5
1094,2012-01-14,Nets,,Shawne Williams,shin splits (DNP),200761,1610612751,Nets,,,,,,,,,,,,,,,,17.356666666666666,5.6,0.2266,3.2,0.20659999999999998,0.6,0.3,2.4,1.0,0.4,0.4,0.8,1.6,4.6,-1.0
1095,2012-01-16,Nets,,Shawne Williams,shin splits (DNP),200761,1610612751,Nets,,,,,,,,,,,,,,,,18.170833333333334,5.75,0.23325,3.75,0.25825,0.75,0.375,2.75,1.0,0.25,0.5,1.0,1.75,5.25,-1.5
1096,2012-01-18,Nets,,Shawne Williams,shin splits (DNP),200761,1610612751,Nets,,,,,,,,,,,,,,,,19.377777777777776,6.0,0.24433333333333337,3.3333333333333335,0.2776666666666667,0.6666666666666666,0.16666666666666666,3.6666666666666665,1.0,0.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,5.666666666666667,1.3333333333333333
1097,2012-01-21,Nets,,Shawne Williams,shin splits (DNP),200761,1610612751,Nets,,,,,,,,,,,,,,,,16.316666666666666,4.0,0.1665,2.0,0.1665,1.0,0.25,3.0,1.5,0.5,1.0,1.5,1.5,3.0,1.0
1098,2012-01-23,Nets,,MarShon Brooks,sore left Achilles tendon (DNP),202705,1610612751,Nets,,,,,,,,,,,,,,,,36.510000000000005,13.8,0.483,3.4,0.2466,3.8,0.8168,6.0,2.8,1.0,0.6,1.2,3.2,17.2,-1.6
1099,2012-01-24,Nets,,Damion James,surgery on right foot to replace previously inserted screw (out for season),202345,1610612751,Nets,,,,,,,,,,,,,,,,21.723333333333333,4.8,0.5422,0.2,0.0,2.0,0.2334,3.2,0.6,1.2,1.2,1.4,2.2,5.6,-3.6
1100,2012-01-25,Nets,,MarShon Brooks,sore left Achilles tendon (DNP),202705,1610612751,Nets,,,,,,,,,,,,,,,,38.35,15.75,0.47875,3.5,0.225,3.25,0.85425,6.75,2.75,0.75,0.75,1.0,3.0,18.75,-1.5
1101,2012-01-27,Nets,,MarShon Brooks,sore left Achilles tendon (DNP),202705,1610612751,Nets,,,,,,,,,,,,,,,,37.17777777777778,16.333333333333332,0.4716666666666667,3.0,0.16666666666666666,3.0,0.8889999999999999,6.333333333333333,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.0,3.3333333333333335,18.666666666666668,-3.3333333333333335
1102,2012-01-27,Nets,,Mehmet Okur,sore lower back / back spasms (DNP),2246,1610612751,Nets,,,,,,,,,,,,,,,,29.736666666666668,9.6,0.24420000000000003,5.8,0.2258,0.6,0.2,4.8,2.0,0.4,0.4,1.6,2.6,7.6,-1.8
1103,2012-01-29,Nets,,Mehmet Okur,placed on IL with sore lower back,2246,1610612751,Nets,,,,,,,,,,,,,,,,29.736666666666668,9.6,0.24420000000000003,5.8,0.2258,0.6,0.2,4.8,2.0,0.4,0.4,1.6,2.6,7.6,-1.8
1104,2012-01-30,Nets,,MarShon Brooks,fractured right little toe (out indefinitely),202705,1610612751,Nets,21.95,10.0,0.3,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,6.0,-10.0,35.375,17.0,0.441,2.5,0.0,2.5,0.8335,5.5,1.0,1.0,1.0,1.0,3.5,17.0,-7.5
1105,2012-01-31,Nets,,DeShawn Stevenson,placed on IL with sore right knee,2052,1610612751,Nets,12.133333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,-1.0,21.89,3.0,0.3,2.4,0.2834,1.0,0.2,2.4,0.6,0.4,0.2,0.6,0.8,3.4,-1.0
1106,2012-01-31,Nets,,MarShon Brooks,fractured right little toe (DNP),202705,1610612751,Nets,,,,,,,,,,,,,,,,29.191666666666663,13.5,0.4145,1.5,0.0,1.0,0.5,3.5,1.5,0.5,0.5,1.0,3.0,13.0,-5.0
1107,2012-01-31,Nets,,Mehmet Okur,sore lower back (DNP),2246,1610612751,Nets,,,,,,,,,,,,,,,,27.5125,9.0,0.201,5.5,0.175,0.75,0.25,5.0,2.25,0.5,0.25,1.5,2.75,6.25,-4.5
1108,2012-02-01,Nets,,Anthony Morrow,sore/sprained left ankle (DNP),201627,1610612751,Nets,,,,,,,,,,,,,,,,35.32,14.6,0.4744,5.2,0.375,2.8,1.0,3.2,0.8,0.8,0.2,1.0,2.4,19.0,-2.0
1109,2012-02-01,Nets,,Johan Petro,stomach virus (DNP),101130,1610612751,Nets,,,,,,,,,,,,,,,,17.708333333333332,4.25,0.5585,0.0,0.0,0.5,0.25,4.0,0.75,0.0,0.25,1.0,2.5,5.0,-5.25
1110,2012-02-01,Nets,,MarShon Brooks,fractured right little toe (DNP),202705,1610612751,Nets,,,,,,,,,,,,,,,,21.95,10.0,0.3,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,6.0,-10.0
1111,2012-02-01,Nets,,Mehmet Okur,sore lower back (DNP),2246,1610612751,Nets,,,,,,,,,,,,,,,,27.877777777777776,11.333333333333334,0.268,7.0,0.2333333333333333,1.0,0.3333333333333333,3.6666666666666665,2.3333333333333335,0.3333333333333333,0.3333333333333333,1.3333333333333333,3.3333333333333335,8.333333333333334,0.6666666666666666
1112,2012-02-03,Nets,,MarShon Brooks,fractured right little toe (DNP),202705,1610612751,Nets,,,,,,,,,,,,,,,,21.95,10.0,0.3,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,6.0,-10.0
1113,2012-02-03,Nets,,Mehmet Okur,sore lower back (DNP),2246,1610612751,Nets,,,,,,,,,,,,,,,,27.191666666666663,11.5,0.2655,6.5,0.2875,1.5,0.5,3.5,3.0,0.5,0.0,1.0,3.0,9.0,3.5
1114,2012-02-04,Nets,,MarShon Brooks,fractured right little toe (DNP),202705,1610612751,Nets,,,,,,,,,,,,,,,,21.95,10.0,0.3,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,6.0,-10.0
1115,2012-02-04,Nets,,Mehmet Okur,sore lower back (DNP),2246,1610612751,Nets,,,,,,,,,,,,,,,,32.416666666666664,13.0,0.231,8.0,0.375,2.0,1.0,6.0,3.0,0.0,0.0,0.0,3.0,11.0,17.0
1116,2012-02-06,Nets,,MarShon Brooks,fractured right little toe (DNP),202705,1610612751,Nets,,,,,,,,,,,,,,,,21.95,10.0,0.3,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,6.0,-10.0
1117,2012-02-06,Nets,,Mehmet Okur,sore lower back (DNP),2246,1610612751,Nets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,2012-02-08,Nets,,DeShawn Stevenson,sore right knee (DNP) (P Fox),2052,1610612751,Nets,,,,,,,,,,,,,,,,18.12333333333333,2.0,0.2334,1.8,0.2334,0.4,0.0,1.4,1.0,0.4,0.0,0.2,0.8,1.8,-2.2
1119,2012-02-08,Nets,,MarShon Brooks,fractured right little toe (DNP),202705,1610612751,Nets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,2012-02-08,Nets,,Mehmet Okur,sore lower back (DNP),2246,1610612751,Nets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,2012-02-09,Nets,,Keith Bogans,fractured left ankle / torn ligament in left ankle (out for season),2586,1610612751,Nets,21.233333333333334,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,3.0,-2.0,18.566666666666666,5.0,0.3734,3.0,0.1666,1.0,0.3,2.2,0.4,0.4,0.0,0.6,2.8,4.6,-9.6
