,TEAM_ID,Team,PLAYER_ID,Player,DateInjured,InjuryNotes,DateRecovered,RecoverNotes
5229,1610612748,Heat,1627884,Derrick Jones Jr.,2020-08-16,strained neck / shoulder (DTD),,
5230,1610612748,Heat,1629735,Chris Silva,2020-08-18,"placed on IL with pubic bone injury, strained left groin",2020-10-02,activated from IL
5231,1610612748,Heat,203482,Kelly Olynyk,2020-09-04,placed on IL with bruised right knee,2020-09-06,activated from IL
5232,1610612748,Heat,,Gabe Vincent,2020-09-23,sore right knee (DTD),,
5233,1610612748,Heat,1628389,Bam Adebayo,2020-09-30,strained left shoulder (DTD),2020-10-06,returned to lineup
5234,1610612748,Heat,1628389,Bam Adebayo,2020-10-02,strained neck (DTD),2020-10-06,returned to lineup
5235,1610612748,Heat,201609,Goran Dragic,2020-10-02,placed on IL with torn plantar fascia in left foot,,
5236,1610612760,Thunder,2555,Nick Collison,2010-10-25,left knee injury (out indefinitely),2010-11-14,activated from IL
5237,1610612760,Thunder,,B.J. Mullens,2010-10-27,placed on IL,,
5238,1610612760,Thunder,2050,Morris Peterson,2010-10-27,placed on IL,2010-11-07,activated from IL
5239,1610612760,Thunder,2555,Nick Collison,2010-10-27,placed on IL with stress reaction in lower left leg,2010-11-14,activated from IL
5240,1610612760,Thunder,201145,Jeff Green,2010-11-07,placed on IL with sprained left ankle,2010-11-14,activated from IL
5241,1610612760,Thunder,,B.J. Mullens,2010-11-14,placed on IL,,
5242,1610612760,Thunder,201161,Daequan Cook,2010-11-14,placed on IL,2010-11-19,activated from IL
5243,1610612760,Thunder,201145,Jeff Green,2010-11-15,placed on IL with sprained left ankle,2010-11-22,activated from IL
5244,1610612760,Thunder,202332,Cole Aldrich,2010-11-17,placed on IL,2010-12-17,activated from IL
5245,1610612760,Thunder,201142,Kevin Durant,2010-11-19,placed on IL with sprained left ankle,2010-11-22,activated from IL
5246,1610612760,Thunder,201161,Daequan Cook,2010-11-22,placed on IL,2011-01-22,activated from IL
5247,1610612760,Thunder,2050,Morris Peterson,2010-11-22,placed on IL,2010-11-24,activated from IL
5248,1610612760,Thunder,,B.J. Mullens,2010-11-24,placed on IL,,
5249,1610612760,Thunder,2420,Nenad Krstic,2010-11-26,placed on IL with back spasms,2010-11-29,activated from IL
5250,1610612760,Thunder,,B.J. Mullens,2010-11-29,placed on IL,,
5251,1610612760,Thunder,201142,Kevin Durant,2010-12-01,placed on IL with sprained left knee,2010-12-05,activated from IL
5252,1610612760,Thunder,,D.J. White,2010-12-05,sprained right ankle (DTD),,
5253,1610612760,Thunder,2050,Morris Peterson,2010-12-05,placed on IL,2010-12-11,activated from IL
5254,1610612760,Thunder,2420,Nenad Krstic,2010-12-10,back injury (DTD),2010-12-25,activated from IL
5255,1610612760,Thunder,,B.J. Mullens,2010-12-11,placed on IL,,
5256,1610612760,Thunder,2420,Nenad Krstic,2010-12-12,placed on IL with sprained lower back,2010-12-25,activated from IL
5257,1610612760,Thunder,2050,Morris Peterson,2010-12-17,placed on IL,,
5258,1610612760,Thunder,202332,Cole Aldrich,2010-12-25,placed on IL,2011-02-02,activated from IL
5259,1610612760,Thunder,,B.J. Mullens,2011-01-22,placed on IL,,
5260,1610612760,Thunder,200757,Thabo Sefolosha,2011-01-28,placed on IL with sore/sprained knee,2011-02-04,activated from IL
5261,1610612760,Thunder,,B.J. Mullens,2011-02-02,placed on IL,,
5262,1610612760,Thunder,202332,Cole Aldrich,2011-02-04,placed on IL,2011-02-21,activated from IL
5263,1610612760,Thunder,,D.J. White,2011-02-21,placed on IL,,
5264,1610612760,Thunder,2570,Kendrick Perkins,2011-02-25,placed on IL with strained MCL in left knee,2011-03-14,activated from IL
5265,1610612760,Thunder,101126,Nate Robinson,2011-02-25,placed on IL,2011-02-27,activated from IL
5266,1610612760,Thunder,1737,Nazr Mohammed,2011-02-25,placed on IL,2011-02-27,activated from IL
5267,1610612760,Thunder,,B.J. Mullens,2011-02-27,placed on IL,,
5268,1610612760,Thunder,101126,Nate Robinson,2011-03-03,arthroscopic surgery on right knee (out indefinitely),2011-03-30,activated from IL
5269,1610612760,Thunder,101126,Nate Robinson,2011-03-04,placed on IL recovering from arthroscopic surgery on right knee,2011-03-30,activated from IL
5270,1610612760,Thunder,,B.J. Mullens,2011-03-14,placed on IL,,
5271,1610612760,Thunder,2555,Nick Collison,2011-03-29,sprained left ankle (DNP),2013-11-13,activated from IL
5272,1610612760,Thunder,202332,Cole Aldrich,2011-03-30,placed on IL,2012-12-01,activated from IL
5273,1610612760,Thunder,,Robert Vaden,2011-04-10,placed on IL,,
5274,1610612760,Thunder,2555,Nick Collison,2011-04-13,placed on IL (out for season),2013-11-13,activated from IL
5275,1610612760,Thunder,,B.J. Mullens,2011-04-17,placed on IL,,
5276,1610612760,Thunder,202332,Cole Aldrich,2011-04-17,placed on IL,2012-12-01,activated from IL
5277,1610612760,Thunder,202351,Lazar Hayward,2011-12-25,placed on IL,2011-12-28,activated from IL with throat injury
5278,1610612760,Thunder,202385,Ryan Reid,2011-12-25,placed on IL,2012-01-16,activated from IL
5279,1610612760,Thunder,2767,Royal Ivey,2011-12-28,placed on IL,2012-01-03,activated from IL
5280,1610612760,Thunder,200757,Thabo Sefolosha,2012-01-03,placed on IL with flu-like symptoms,2012-01-06,activated from IL
5281,1610612760,Thunder,202385,Ryan Reid,2012-01-04,surgery to repair broken nose (out indefinitely),2012-01-16,activated from IL
5282,1610612760,Thunder,2767,Royal Ivey,2012-01-06,placed on IL,2012-01-08,activated from IL
5283,1610612760,Thunder,201953,Eric Maynor,2012-01-08,placed on IL with torn ACL in right knee (out for season),,
5284,1610612760,Thunder,201953,Eric Maynor,2012-01-18,surgery on right knee to repair torn ACL (out for season),,
5285,1610612760,Thunder,202385,Ryan Reid,2012-01-30,placed on IL (date approximate),2012-02-06,activated from IL
5286,1610612760,Thunder,200757,Thabo Sefolosha,2012-01-30,sore right foot (DNP),2012-03-15,activated from IL
5287,1610612760,Thunder,200757,Thabo Sefolosha,2012-02-01,sore right foot (DNP),2012-03-15,activated from IL
5288,1610612760,Thunder,200757,Thabo Sefolosha,2012-02-03,sore right foot (DNP),2012-03-15,activated from IL
5289,1610612760,Thunder,200757,Thabo Sefolosha,2012-02-04,sore right foot (DNP),2012-03-15,activated from IL
5290,1610612760,Thunder,200757,Thabo Sefolosha,2012-02-06,sore right foot (DNP),2012-03-15,activated from IL
5291,1610612760,Thunder,200757,Thabo Sefolosha,2012-02-06,placed on IL (F),2012-03-15,activated from IL
5292,1610612760,Thunder,2570,Kendrick Perkins,2012-02-17,bruised right knee (DNP),2013-02-22,activated from IL
5293,1610612760,Thunder,202351,Lazar Hayward,2012-02-19,fractured orbital floor (DNP),2012-04-14,activated from IL
5294,1610612760,Thunder,201935,James Harden,2012-02-20,sprained left ankle (DNP),2017-04-05,activated from IL
5295,1610612760,Thunder,202351,Lazar Hayward,2012-02-20,fractured orbital floor (DNP),2012-04-14,activated from IL
5296,1610612760,Thunder,2555,Nick Collison,2012-02-20,bruised left quadriceps (DNP),2013-11-13,activated from IL
5297,1610612760,Thunder,202351,Lazar Hayward,2012-02-22,fractured orbital floor (DNP),2012-04-14,activated from IL
5298,1610612760,Thunder,2555,Nick Collison,2012-02-22,bruised left quadriceps (DNP),2013-11-13,activated from IL
5299,1610612760,Thunder,202351,Lazar Hayward,2012-02-23,fractured orbital floor (DNP),2012-04-14,activated from IL
5300,1610612760,Thunder,2555,Nick Collison,2012-02-23,bruised left quadriceps (DNP),2013-11-13,activated from IL
5301,1610612760,Thunder,202351,Lazar Hayward,2012-02-29,fractured orbital floor (DNP),2012-04-14,activated from IL
5302,1610612760,Thunder,202351,Lazar Hayward,2012-03-02,placed on IL,2012-04-14,activated from IL
5303,1610612760,Thunder,200757,Thabo Sefolosha,2012-03-03,sore right foot (DNP) (F),2012-03-15,activated from IL
5304,1610612760,Thunder,202385,Ryan Reid,2012-03-15,placed on IL,,
5305,1610612760,Thunder,201161,Daequan Cook,2012-03-16,sore right shoulder (DNP),2012-04-02,activated from IL
5306,1610612760,Thunder,201161,Daequan Cook,2012-03-21,placed on IL with knee injury,2012-04-02,activated from IL
5307,1610612760,Thunder,,Reggie Jackson ,2012-04-02,placed on IL,,
5308,1610612760,Thunder,201935,James Harden,2012-04-13,sore right knee (DNP),2017-04-05,activated from IL
5309,1610612760,Thunder,202351,Lazar Hayward,2012-04-13,placed on IL with flu,2012-04-14,activated from IL
5310,1610612760,Thunder,,Reggie Jackson ,2012-04-14,placed on IL,,
5311,1610612760,Thunder,201935,James Harden,2012-04-24,placed on IL with concussion (out for season),2017-04-05,activated from IL
5312,1610612760,Thunder,,Reggie Jackson ,2012-04-28,placed on IL,,
5313,1610612760,Thunder,203138,Hollis Thompson,2012-07-11,surgery on left groin (out indefinitely),2015-01-13,returned to lineup
5314,1610612760,Thunder,2570,Kendrick Perkins,2012-07-12,surgery on right groin (out indefinitely),2013-02-22,activated from IL
5315,1610612760,Thunder,2570,Kendrick Perkins,2012-07-19,surgery on left wrist to repair torn ligament (out indefinitely),2013-02-22,activated from IL
5316,1610612760,Thunder,202350,Daniel Orton,2012-11-01,placed on IL,2012-11-09,activated from IL
5317,1610612760,Thunder,201934,Hasheem Thabeet,2012-11-09,placed on IL with sprained left ankle,2012-11-12,activated from IL
5318,1610612760,Thunder,202350,Daniel Orton,2012-11-12,placed on IL,2012-12-07,activated from IL
5319,1610612760,Thunder,202732,DeAndre Liggins,2012-11-23,placed on IL,2012-12-01,activated from IL
5320,1610612760,Thunder,203103,Perry Jones III,2012-12-04,placed on IL,2012-12-25,activated from IL
5321,1610612760,Thunder,203087,Jeremy Lamb,2012-12-14,placed on IL,2012-12-17,activated from IL
5322,1610612760,Thunder,202350,Daniel Orton,2012-12-14,placed on IL,2012-12-19,activated from IL
5323,1610612760,Thunder,202732,DeAndre Liggins,2012-12-19,placed on IL,2012-12-25,activated from IL
5324,1610612760,Thunder,2755,Kevin Martin,2012-12-20,bruised right quadriceps (DNP),2014-03-01,activated from IL
5325,1610612760,Thunder,202350,Daniel Orton,2012-12-25,placed on IL,2013-01-13,activated from IL
5326,1610612760,Thunder,202732,DeAndre Liggins,2012-12-27,placed on IL,2012-12-31,activated from IL
5327,1610612760,Thunder,203103,Perry Jones III,2012-12-27,placed on IL,2012-12-31,activated from IL
5328,1610612760,Thunder,201586,Serge Ibaka,2013-01-13,placed on IL with bruised chest,2013-01-16,activated from IL
5329,1610612760,Thunder,200757,Thabo Sefolosha,2013-01-13,strained neck (DNP),2013-11-18,activated from IL
5330,1610612760,Thunder,202350,Daniel Orton,2013-01-16,placed on IL,2013-02-04,activated from IL
5331,1610612760,Thunder,203087,Jeremy Lamb,2013-01-22,placed on IL with back injury,2013-02-20,activated from IL
5332,1610612760,Thunder,2755,Kevin Martin,2013-02-10,flu (DNP),2014-03-01,activated from IL
5333,1610612760,Thunder,2570,Kendrick Perkins,2013-02-20,placed on IL with sprained right knee,2013-02-22,activated from IL
5334,1610612760,Thunder,200758,Ronnie Brewer,2013-02-22,placed on IL,2013-02-27,activated from IL
5335,1610612760,Thunder,202350,Daniel Orton,2013-02-27,placed on IL,2013-03-01,activated from IL
5336,1610612760,Thunder,203087,Jeremy Lamb,2013-02-27,placed on IL,2013-03-07,activated from IL
5337,1610612760,Thunder,202732,DeAndre Liggins,2013-03-01,placed on IL,2013-03-05,activated from IL
5338,1610612760,Thunder,203103,Perry Jones III,2013-03-01,placed on IL,2013-03-05,activated from IL
5339,1610612760,Thunder,202350,Daniel Orton,2013-03-05,placed on IL,2013-03-20,activated from IL
5340,1610612760,Thunder,202732,DeAndre Liggins,2013-03-07,placed on IL,2013-03-19,activated from IL
5341,1610612760,Thunder,201934,Hasheem Thabeet,2013-03-15,sore lower back (DNP),2013-03-20,activated from IL
5342,1610612760,Thunder,201934,Hasheem Thabeet,2013-03-17,sore lower back (DNP),2013-03-20,activated from IL
5343,1610612760,Thunder,201934,Hasheem Thabeet,2013-03-19,placed on IL with sore lower back,2013-03-20,activated from IL
5344,1610612760,Thunder,202732,DeAndre Liggins,2013-03-20,placed on IL,2013-03-22,activated from IL
5345,1610612760,Thunder,203087,Jeremy Lamb,2013-03-20,placed on IL,2013-03-24,activated from IL
5346,1610612760,Thunder,203103,Perry Jones III,2013-03-22,placed on IL,2013-03-27,activated from IL
5347,1610612760,Thunder,202350,Daniel Orton,2013-03-24,placed on IL,2013-04-05,activated from IL
5348,1610612760,Thunder,202732,DeAndre Liggins,2013-03-27,placed on IL,2013-04-04,activated from IL
5349,1610612760,Thunder,203103,Perry Jones III,2013-04-04,placed on IL,2013-04-07,activated from IL
5350,1610612760,Thunder,203087,Jeremy Lamb,2013-04-05,placed on IL,2013-04-07,activated from IL
5351,1610612760,Thunder,202350,Daniel Orton,2013-04-07,placed on IL,2013-04-09,activated from IL
5352,1610612760,Thunder,202732,DeAndre Liggins,2013-04-07,placed on IL,2013-04-09,activated from IL
5353,1610612760,Thunder,203087,Jeremy Lamb,2013-04-09,placed on IL,2013-04-15,activated from IL
5354,1610612760,Thunder,203103,Perry Jones III,2013-04-09,placed on IL,2013-04-15,activated from IL
5355,1610612760,Thunder,202732,DeAndre Liggins,2013-04-11,placed on IL,2013-04-15,activated from IL
5356,1610612760,Thunder,2570,Kendrick Perkins,2013-04-12,right hamstring injury (DTD),2013-04-17,activated from IL
5357,1610612760,Thunder,2755,Kevin Martin,2013-04-12,lower back spasms (DNP),2014-03-01,activated from IL
5358,1610612760,Thunder,965,Derek Fisher,2013-04-15,placed on IL with left foot injury,2013-04-17,activated from IL
5359,1610612760,Thunder,2570,Kendrick Perkins,2013-04-15,placed on IL with tightness in right hamstring,2013-04-17,activated from IL
5360,1610612760,Thunder,2755,Kevin Martin,2013-04-15,placed on IL (out for season),2014-03-01,activated from IL
5361,1610612760,Thunder,201142,Kevin Durant,2013-04-17,placed on IL,2014-12-02,activated from IL
5362,1610612760,Thunder,2555,Nick Collison,2013-04-17,placed on IL (out for season),2013-11-13,activated from IL
5363,1610612760,Thunder,202350,Daniel Orton,2013-04-21,placed on IL,2013-05-01,activated from IL
5364,1610612760,Thunder,203087,Jeremy Lamb,2013-04-21,placed on IL,2013-04-24,activated from IL
5365,1610612760,Thunder,203103,Perry Jones III,2013-04-24,placed on IL,2013-04-27,activated from IL
5366,1610612760,Thunder,201566,Russell Westbrook,2013-04-26,torn lateral meniscus in right knee (out indefinitely),2013-04-27,surgery on right knee to repair torn lateral meniscus (out for season)
5367,1610612760,Thunder,201566,Russell Westbrook,2013-04-27,placed on IL with torn lateral meniscus in right knee,2013-11-03,activated from IL
5368,1610612760,Thunder,203103,Perry Jones III,2013-05-01,placed on IL,2013-05-05,activated from IL
5369,1610612760,Thunder,203087,Jeremy Lamb,2013-05-05,placed on IL,2013-05-07,activated from IL
5370,1610612760,Thunder,203103,Perry Jones III,2013-05-07,placed on IL,2013-05-11,activated from IL
5371,1610612760,Thunder,203087,Jeremy Lamb,2013-05-11,placed on IL,2013-05-13,activated from IL
5372,1610612760,Thunder,203103,Perry Jones III,2013-05-13,placed on IL,2013-05-15,activated from IL
5373,1610612760,Thunder,203087,Jeremy Lamb,2013-05-15,placed on IL,2014-11-07,returned to lineup
5374,1610612760,Thunder,201566,Russell Westbrook,2013-10-01,arthroscopic surgery on right knee (out indefinitely),2013-11-03,activated from IL
5375,1610612760,Thunder,201566,Russell Westbrook,2013-10-30,placed on IL recovering from arthroscopic surgery on right knee,2013-11-03,activated from IL
5376,1610612760,Thunder,101155,Ryan Gomes,2013-11-03,placed on IL,2013-11-10,activated from IL
5377,1610612760,Thunder,2555,Nick Collison,2013-11-10,placed on IL with bruised left hip,2013-11-13,activated from IL
5378,1610612760,Thunder,200757,Thabo Sefolosha,2013-11-16,placed on IL with flu,2013-11-18,activated from IL
5379,1610612760,Thunder,101155,Ryan Gomes,2013-11-18,placed on IL,2013-11-24,activated from IL
5380,1610612760,Thunder,201566,Russell Westbrook,2013-11-24,placed on IL with knee injury,2013-11-27,activated from IL
5381,1610612760,Thunder,101155,Ryan Gomes,2013-11-27,placed on IL,2013-12-03,activated from IL
5382,1610612760,Thunder,203460,Andre Roberson,2013-12-03,placed on IL,2013-12-10,activated from IL
5383,1610612760,Thunder,200757,Thabo Sefolosha,2013-12-10,placed on IL with sprained right knee,2013-12-15,activated from IL
5384,1610612760,Thunder,101155,Ryan Gomes,2013-12-15,placed on IL,2013-12-27,activated from IL
5385,1610612760,Thunder,201566,Russell Westbrook,2013-12-27,arthroscopic surgery on right knee (out indefinitely),2014-02-20,activated from IL
5386,1610612760,Thunder,201566,Russell Westbrook,2013-12-27,placed on IL recovering from arthroscopic surgery on right knee,2014-02-20,activated from IL
5387,1610612760,Thunder,201586,Serge Ibaka,2014-01-07,flu (DNP),2014-05-25,activated from IL
5388,1610612760,Thunder,203460,Andre Roberson,2014-01-11,placed on IL,2014-01-14,activated from IL
5389,1610612760,Thunder,203460,Andre Roberson,2014-01-17,placed on IL,2014-02-03,activated from IL
5390,1610612760,Thunder,201142,Kevin Durant,2014-01-24,sore shoulder (DNP),2014-12-02,activated from IL
5391,1610612760,Thunder,203460,Andre Roberson,2014-01-27,placed on IL,2014-02-03,activated from IL
5392,1610612760,Thunder,203460,Andre Roberson,2014-02-07,placed on IL,2014-02-13,activated from IL
5393,1610612760,Thunder,2570,Kendrick Perkins,2014-02-21,strained groin (DTD),2014-04-03,activated from IL
5394,1610612760,Thunder,2570,Kendrick Perkins,2014-02-23,placed on IL with left groin injury,2014-04-03,activated from IL
5395,1610612760,Thunder,200757,Thabo Sefolosha,2014-03-02,placed on IL with strained left calf (CBC),2014-04-08,activated from IL
5396,1610612760,Thunder,201566,Russell Westbrook,2014-03-16,rest (DNP),2014-04-16,activated from IL
5397,1610612760,Thunder,201566,Russell Westbrook,2014-03-20,rest / knee injury (DNP),2014-04-16,activated from IL
5398,1610612760,Thunder,201566,Russell Westbrook,2014-03-24,rest / knee injury (DNP),2014-04-16,activated from IL
5399,1610612760,Thunder,,Reggie Jackson ,2014-03-28,back spasms (DNP),,
5400,1610612760,Thunder,,Reggie Jackson ,2014-03-30,back spasms (DNP),,
5401,1610612760,Thunder,202130,Reggie Williams,2014-04-03,placed on IL,2014-04-04,activated from IL
5402,1610612760,Thunder,201566,Russell Westbrook,2014-04-04,rest / knee injury (DNP),2014-04-16,activated from IL
5403,1610612760,Thunder,200757,Thabo Sefolosha,2014-04-04,placed on IL with strained left calf (P),2014-04-08,activated from IL
5404,1610612760,Thunder,202130,Reggie Williams,2014-04-06,placed on IL,2015-02-09,activated from IL
5405,1610612760,Thunder,201566,Russell Westbrook,2014-04-08,knee injury (DNP),2014-04-16,activated from IL
5406,1610612760,Thunder,203460,Andre Roberson,2014-04-09,placed on IL,2014-04-14,activated from IL
5407,1610612760,Thunder,203511,Grant Jerrett,2014-04-09,placed on IL,2014-11-15,activated from IL
5408,1610612760,Thunder,201566,Russell Westbrook,2014-04-14,placed on IL for rest,2014-04-16,activated from IL
5409,1610612760,Thunder,203460,Andre Roberson,2014-04-16,placed on IL,2014-05-19,activated from IL
5410,1610612760,Thunder,203460,Andre Roberson,2014-04-19,placed on IL,2014-05-19,activated from IL
5411,1610612760,Thunder,203511,Grant Jerrett,2014-04-19,placed on IL,2014-11-15,activated from IL
5412,1610612760,Thunder,201586,Serge Ibaka,2014-05-16,left calf injury (out indefinitely),2014-05-25,activated from IL
5413,1610612760,Thunder,201586,Serge Ibaka,2014-05-19,placed on IL with left calf injury,2014-05-25,activated from IL
5414,1610612760,Thunder,203460,Andre Roberson,2014-05-25,placed on IL,2014-11-19,returned to lineup
5415,1610612760,Thunder,203103,Perry Jones III,2014-07-14,arthroscopic surgery on right knee (out indefinitely),2014-12-05,returned to lineup
5416,1610612760,Thunder,203956,Mitch McGary,2014-10-09,fractured left foot (out indefinitely),2014-11-30,activated from IL
5417,1610612760,Thunder,201142,Kevin Durant,2014-10-13,fractured right toe (out indefinitely),2014-12-02,activated from IL
5418,1610612760,Thunder,201142,Kevin Durant,2014-10-16,surgery on right toe to repair fracture (out indefinitely),2014-12-02,activated from IL
5419,1610612760,Thunder,201627,Anthony Morrow,2014-10-29,sprained MCL in left knee (DTD),2014-11-11,returned to lineup
5420,1610612760,Thunder,203511,Grant Jerrett,2014-10-29,placed on IL recovering from surgery on left ankle,2014-11-15,activated from IL
5421,1610612760,Thunder,203087,Jeremy Lamb,2014-10-29,sprained lower back (DTD),2014-11-07,returned to lineup
5422,1610612760,Thunder,201142,Kevin Durant,2014-10-29,placed on IL recovering from surgery on right toe,2014-12-02,activated from IL
5423,1610612760,Thunder,203956,Mitch McGary,2014-10-29,placed on IL with fractured left foot,2014-11-30,activated from IL
5424,1610612760,Thunder,,Reggie Jackson ,2014-10-29,sprained right ankle (DTD),,
5425,1610612760,Thunder,201566,Russell Westbrook,2014-10-30,fractured right hand (DTD),2014-11-28,returned to lineup
5426,1610612760,Thunder,201566,Russell Westbrook,2014-11-01,surgery on right hand to repair fracture (out indefinitely),2014-11-28,returned to lineup
5427,1610612760,Thunder,203460,Andre Roberson,2014-11-04,sprained left foot (DTD),2014-11-19,returned to lineup
5428,1610612760,Thunder,203103,Perry Jones III,2014-11-07,bruised right knee (DTD),2014-12-05,returned to lineup
5429,1610612760,Thunder,203103,Perry Jones III,2014-12-02,placed on IL,2014-12-05,returned to lineup
5430,1610612760,Thunder,203511,Grant Jerrett,2014-12-05,placed on IL,2015-01-26,activated from IL
5431,1610612760,Thunder,202498,Lance Thomas,2014-12-14,placed on IL,2014-12-16,activated from IL
5432,1610612760,Thunder,203956,Mitch McGary,2014-12-16,placed on IL with shin/tibia injury,2015-02-02,activated from IL
5433,1610612760,Thunder,2570,Kendrick Perkins,2014-12-19,left knee injury (DTD),2014-12-21,returned to lineup
5434,1610612760,Thunder,202498,Lance Thomas,2014-12-31,placed on IL,2015-02-20,activated from IL
5435,1610612760,Thunder,203511,Grant Jerrett,2015-01-07,placed on IL,2015-01-26,activated from IL
5436,1610612760,Thunder,203500,Steven Adams,2015-01-25,migraine headache (DTD),2015-01-26,returned to lineup
5437,1610612760,Thunder,201142,Kevin Durant,2015-01-26,placed on IL with sprained left big toe,2015-01-31,activated from IL
5438,1610612760,Thunder,203511,Grant Jerrett,2015-01-31,placed on IL,2015-02-02,activated from IL
5439,1610612760,Thunder,201142,Kevin Durant,2015-02-02,placed on IL with sprained left big toe,2015-02-06,activated from IL
5440,1610612760,Thunder,203103,Perry Jones III,2015-02-02,placed on IL with ankle injury,2015-02-04,activated from IL
5441,1610612760,Thunder,203956,Mitch McGary,2015-02-04,placed on IL,2015-02-08,activated from IL
5442,1610612760,Thunder,203511,Grant Jerrett,2015-02-06,placed on IL,2015-02-25,activated from IL
5443,1610612760,Thunder,201627,Anthony Morrow,2015-02-08,placed on IL with right shoulder injury,2015-02-09,returned to lineup
5444,1610612760,Thunder,203500,Steven Adams,2015-02-09,placed on IL with fractured right finger,2015-03-08,activated from IL
5445,1610612760,Thunder,203500,Steven Adams,2015-02-09,surgery on right finger to repair fracture (out indefinitely),2015-03-08,activated from IL
5446,1610612760,Thunder,201142,Kevin Durant,2015-02-21,placed on IL with right foot injury (out for season),2015-11-23,activated from IL
5447,1610612760,Thunder,201142,Kevin Durant,2015-02-22,surgery on right foot (out for season),2015-11-23,activated from IL
5448,1610612760,Thunder,200779,Steve Novak,2015-02-24,appendectomy (out indefinitely),2015-03-13,activated from IL
5449,1610612760,Thunder,200779,Steve Novak,2015-02-25,placed on IL with appendectomy (date approximate),2015-03-13,activated from IL
5450,1610612760,Thunder,202683,Enes Kanter,2015-02-27,bruised right thigh (DTD),2015-03-01,returned to lineup
5451,1610612760,Thunder,201566,Russell Westbrook,2015-02-28,surgery on right cheek to repair fracture (DTD),2015-03-04,returned to lineup
5452,1610612760,Thunder,201586,Serge Ibaka,2015-03-13,placed on IL with right knee injury (out for season),2016-03-19,activated from IL
5453,1610612760,Thunder,201586,Serge Ibaka,2015-03-17,arthroscopic surgery on right knee (out indefinitely),2016-03-19,activated from IL
5454,1610612760,Thunder,202683,Enes Kanter,2015-03-20,sprained left ankle (DTD),2015-03-22,returned to lineup
5455,1610612760,Thunder,2555,Nick Collison,2015-03-21,sprained left ankle (DTD),2015-04-10,activated from IL
5456,1610612760,Thunder,203460,Andre Roberson,2015-03-24,sprained left ankle (DTD),2015-04-07,returned to lineup
5457,1610612760,Thunder,2555,Nick Collison,2015-03-24,placed on IL with sprained left ankle,2015-04-10,activated from IL
5458,1610612760,Thunder,201142,Kevin Durant,2015-03-31,surgery on right foot to install bone graft (out for season),2015-11-23,activated from IL
5459,1610612760,Thunder,203103,Perry Jones III,2015-04-12,sprained left ankle (out for season),,
5460,1610612760,Thunder,203962,Josh Huestis,2015-10-28,placed on IL,2015-11-16,activated from IL
5461,1610612760,Thunder,200779,Steve Novak,2015-10-28,placed on IL,2015-10-30,activated from IL
5462,1610612760,Thunder,1626166,Cameron Payne,2015-10-30,placed on IL,2015-11-01,activated from IL
5463,1610612760,Thunder,200779,Steve Novak,2015-11-01,placed on IL,2015-11-13,activated from IL
5464,1610612760,Thunder,2555,Nick Collison,2015-11-07,placed on IL with strained hamstring,,
5465,1610612760,Thunder,201142,Kevin Durant,2015-11-11,strained left hamstring (DTD),2015-11-23,activated from IL
5466,1610612760,Thunder,201142,Kevin Durant,2015-11-13,placed on IL with strained left hamstring,2015-11-23,activated from IL
5467,1610612760,Thunder,203460,Andre Roberson,2015-11-16,placed on IL with illness,2015-11-18,activated from IL
5468,1610612760,Thunder,203962,Josh Huestis,2015-11-18,placed on IL,2015-12-17,activated from IL
5469,1610612760,Thunder,200779,Steve Novak,2015-11-23,placed on IL,2015-11-30,activated from IL
5470,1610612760,Thunder,203956,Mitch McGary,2015-11-25,sore ankle (DTD),2015-12-31,activated from IL
5471,1610612760,Thunder,203956,Mitch McGary,2015-11-30,placed on IL,2015-12-31,activated from IL
5472,1610612760,Thunder,203962,Josh Huestis,2015-12-19,placed on IL,2016-01-29,activated from IL
5473,1610612760,Thunder,200779,Steve Novak,2015-12-31,placed on IL,2016-01-04,activated from IL
5474,1610612760,Thunder,201142,Kevin Durant,2016-01-04,toe injury (DTD),2016-01-06,activated from IL
5475,1610612760,Thunder,201142,Kevin Durant,2016-01-04,placed on IL with sprained right big toe,2016-01-06,activated from IL
5476,1610612760,Thunder,200779,Steve Novak,2016-01-06,placed on IL,2016-01-22,activated from IL
5477,1610612760,Thunder,203500,Steven Adams,2016-01-22,sprained right elbow (DTD),2016-01-26,returned to lineup
5478,1610612760,Thunder,203956,Mitch McGary,2016-01-22,placed on IL,2016-01-26,activated from IL
5479,1610612760,Thunder,203460,Andre Roberson,2016-01-25,sprained right knee (DTD),2016-02-21,activated from IL
5480,1610612760,Thunder,203460,Andre Roberson,2016-01-26,placed on IL,2016-02-21,activated from IL
5481,1610612760,Thunder,1626166,Cameron Payne,2016-01-27,concussion (DTD),2016-02-01,activated from IL
5482,1610612760,Thunder,1626166,Cameron Payne,2016-01-29,placed on IL with concussion,2016-02-01,activated from IL
5483,1610612760,Thunder,203962,Josh Huestis,2016-02-01,placed on IL,2016-02-19,activated from IL
5484,1610612760,Thunder,203956,Mitch McGary,2016-02-19,placed on IL,2016-02-21,activated from IL
5485,1610612760,Thunder,203962,Josh Huestis,2016-02-21,placed on IL,2016-03-22,activated from IL
5486,1610612760,Thunder,203956,Mitch McGary,2016-03-06,placed on IL,2016-03-09,activated from IL
5487,1610612760,Thunder,203956,Mitch McGary,2016-03-16,placed on IL,2016-03-18,activated from IL
5488,1610612760,Thunder,201586,Serge Ibaka,2016-03-18,placed on IL for rest,2016-03-19,activated from IL
