,Unnamed: 0,PLAYER_ID,DateRecovered,DateInjured,TEAM_ID,Team,Player,InjuryNotes,RecoverNotes,NumberInjuries,InjuryLengthDays,SeasonInjured,SeasonRecovered
2525,2525,201575,2015-03-18,2015-03-16,1610612744,Warriors,Brandon Rush,placed on IL,activated from IL,25.0,2,2014.0,2014.0
2526,2526,201575,2015-03-28,2015-03-27,1610612744,Warriors,Brandon Rush,placed on IL,activated from IL,25.0,1,2014.0,2014.0
2527,2527,201575,2015-04-07,2015-04-05,1610612744,Warriors,Brandon Rush,placed on IL,activated from IL,25.0,2,2014.0,2014.0
2528,2528,201575,2015-05-11,2015-05-03,1610612744,Warriors,Brandon Rush,placed on IL,activated from IL,25.0,8,2014.0,2014.0
2529,2529,201575,2015-11-12,2015-06-04,1610612744,Warriors,Brandon Rush,placed on IL,activated from IL,25.0,161,2014.0,2015.0
2530,2530,201575,2015-11-24,2015-11-20,1610612744,Warriors,Brandon Rush,placed on IL,activated from IL,25.0,4,2015.0,2015.0
2531,2531,201575,2016-01-04,2016-01-02,1610612744,Warriors,Brandon Rush,tightness in right hamstring (DTD),returned to lineup,25.0,2,2015.0,2015.0
2532,2532,201575,2016-03-30,2016-03-29,1610612744,Warriors,Brandon Rush,bruised right knee (DTD),returned to lineup,25.0,1,2015.0,2015.0
2533,2533,201575,2016-06-02,2016-05-26,1610612744,Warriors,Brandon Rush,placed on IL,activated from IL,25.0,7,2015.0,2015.0
2534,2534,201575,2016-11-13,2016-11-12,1610612750,Timberwolves,Brandon Rush,placed on IL,activated from IL,25.0,1,2016.0,2016.0
2535,2535,201575,2016-11-21,2016-11-13,1610612750,Timberwolves,Brandon Rush,sprained right big toe (DTD),activated from IL,25.0,8,2016.0,2016.0
2536,2536,201575,2016-12-06,2016-11-30,1610612750,Timberwolves,Brandon Rush,placed on IL with toe injury,activated from IL,25.0,6,2016.0,2016.0
2537,2537,201575,2017-03-10,2017-03-08,1610612750,Timberwolves,Brandon Rush,illness (DTD),returned to lineup,25.0,2,2016.0,2016.0
2538,2538,201576,2010-11-04,2010-10-27,1610612752,Knicks,Anthony Randolph,placed on IL with sprained left ankle,activated from IL,13.0,8,2010.0,2010.0
2539,2539,201576,2012-02-04,2011-01-11,1610612752,Knicks,Anthony Randolph,flu-like symptoms (DNP),activated from IL,13.0,389,2010.0,2011.0
2540,2540,201576,2012-02-17,2012-02-15,1610612750,Timberwolves,Anthony Randolph,placed on IL,activated from IL,13.0,2,2011.0,2011.0
2541,2541,201576,2012-02-20,2012-02-19,1610612750,Timberwolves,Anthony Randolph,placed on IL,activated from IL,13.0,1,2011.0,2011.0
2542,2542,201576,2012-02-29,2012-02-22,1610612750,Timberwolves,Anthony Randolph,placed on IL,activated from IL,13.0,7,2011.0,2011.0
2543,2543,201576,2012-03-05,2012-03-03,1610612750,Timberwolves,Anthony Randolph,placed on IL,activated from IL,13.0,2,2011.0,2011.0
2544,2544,201576,2012-11-25,2012-11-17,1610612743,Nuggets,Anthony Randolph,ankle injury (DTD),returned to lineup,13.0,8,2012.0,2012.0
2545,2545,201576,2012-12-20,2012-12-18,1610612743,Nuggets,Anthony Randolph,placed on IL with illness,activated from IL,13.0,2,2012.0,2012.0
2546,2546,201577,2010-12-15,2010-11-15,1610612756,Suns,Robin Lopez,placed on IL with sprained ligaments in left knee,activated from IL,6.0,30,2010.0,2010.0
2547,2547,201577,2018-03-09,2012-08-05,1610612766,Hornets,Robin Lopez,surgery on left knee to repair medial meniscus,activated from IL,6.0,2042,2012.0,2017.0
2548,2548,201577,2018-03-23,2018-03-21,1610612741,Bulls,Robin Lopez,placed on IL,activated from IL,6.0,2,2017.0,2017.0
2549,2549,201577,2020-01-16,2020-01-14,1610612749,Bucks,Robin Lopez,placed on IL,activated from IL,6.0,2,2019.0,2019.0
2550,2550,201577,2020-01-27,2020-01-18,1610612749,Bucks,Robin Lopez,placed on IL with illness,activated from IL,6.0,9,2019.0,2019.0
2551,2551,201578,2015-06-04,2015-05-11,1610612744,Warriors,Marreese Speights,placed on IL with strained right calf,activated from IL,1.0,24,2014.0,2014.0
2552,2552,201579,2011-01-22,2011-01-19,1610612754,Pacers,Roy Hibbert,placed on IL with upper respiratory infection,activated from IL,13.0,3,2010.0,2010.0
2553,2553,201579,2014-04-11,2012-04-23,1610612754,Pacers,Roy Hibbert,rest (DNP),activated from IL,13.0,718,2011.0,2013.0
2554,2554,201579,2014-12-02,2014-11-24,1610612754,Pacers,Roy Hibbert,sprained left ankle (DTD),returned to lineup,13.0,8,2014.0,2014.0
2555,2555,201579,2015-03-06,2015-03-04,1610612754,Pacers,Roy Hibbert,placed on IL with elbow injury,activated from IL,13.0,2,2014.0,2014.0
2556,2556,201579,2015-03-14,2015-03-12,1610612754,Pacers,Roy Hibbert,placed on IL with elbow injury,activated from IL,13.0,2,2014.0,2014.0
2557,2557,201579,2016-02-10,2016-02-08,1610612747,Lakers,Roy Hibbert,placed on IL with ankle injury,activated from IL,13.0,2,2015.0,2015.0
2558,2558,201579,2016-11-11,2016-10-29,1610612766,Hornets,Roy Hibbert,placed on IL with sore right knee,activated from IL,13.0,13,2016.0,2016.0
2559,2559,201579,2017-02-11,2017-02-04,1610612749,Bucks,Roy Hibbert,placed on IL,activated from IL,13.0,7,2016.0,2016.0
2560,2560,201579,2017-02-26,2017-02-13,1610612749,Bucks,Roy Hibbert,placed on IL,activated from IL,13.0,13,2016.0,2016.0
2561,2561,201579,2017-03-28,2017-03-26,1610612743,Nuggets,Roy Hibbert,placed on IL,activated from IL,13.0,2,2016.0,2016.0
2562,2562,201580,2011-01-31,2011-01-28,1610612764,Wizards,JaVale McGee,placed on IL with flu,activated from IL,21.0,3,2010.0,2010.0
2563,2563,201580,2012-03-19,2012-03-15,1610612743,Nuggets,JaVale McGee,placed on IL,activated from IL,21.0,4,2011.0,2011.0
2564,2564,201580,2013-01-30,2013-01-28,1610612743,Nuggets,JaVale McGee,placed on IL with sore left shin,activated from IL,21.0,2,2012.0,2012.0
2565,2565,201580,2014-12-01,2013-01-30,1610612743,Nuggets,JaVale McGee,left tibia injury (DNP),activated from IL,21.0,670,2012.0,2014.0
2566,2566,201580,2015-01-23,2014-12-07,1610612743,Nuggets,JaVale McGee,strained left lower leg (DTD),returned to lineup,21.0,47,2014.0,2014.0
2567,2567,201580,2015-01-28,2015-01-24,1610612743,Nuggets,JaVale McGee,tibia injury (DTD),returned to lineup,21.0,4,2014.0,2014.0
2568,2568,201580,2015-02-09,2015-02-03,1610612743,Nuggets,JaVale McGee,placed on IL with illness,activated from IL,21.0,6,2014.0,2014.0
2569,2569,201580,2015-11-22,2015-10-28,1610612742,Mavericks,JaVale McGee,placed on IL with stress fracture in tibia in left leg,activated from IL,21.0,25,2015.0,2015.0
2570,2570,201580,2015-12-07,2015-12-06,1610612742,Mavericks,JaVale McGee,rest (DTD),returned to lineup,21.0,1,2015.0,2015.0
2571,2571,201580,2016-03-03,2016-02-21,1610612742,Mavericks,JaVale McGee,placed on IL,activated from IL,21.0,11,2015.0,2015.0
2572,2572,201580,2016-03-20,2016-03-06,1610612742,Mavericks,JaVale McGee,placed on IL,activated from IL,21.0,14,2015.0,2015.0
2573,2573,201580,2017-10-27,2017-01-02,1610612744,Warriors,JaVale McGee,illness (DTD),activated from IL,21.0,298,2016.0,2017.0
2574,2574,201580,2018-12-30,2018-12-16,1610612747,Lakers,JaVale McGee,flu (DTD),returned to lineup,21.0,14,2018.0,2018.0
2575,2575,201580,2020-01-31,2020-01-23,1610612747,Lakers,JaVale McGee,placed on IL with flu,activated from IL,21.0,8,2019.0,2019.0
2576,2576,201580,2020-09-12,2020-09-10,1610612747,Lakers,JaVale McGee,sprained left ankle (DTD),returned to lineup,21.0,2,2020.0,2020.0
2577,2577,201583,2010-12-23,2010-12-04,1610612753,Magic,Ryan Anderson,sprained right foot (DNP),activated from IL,27.0,19,2010.0,2010.0
2578,2578,201583,2012-01-29,2011-04-03,1610612753,Magic,Ryan Anderson,placed on IL (out for season),activated from IL,27.0,301,2010.0,2011.0
2579,2579,201583,2012-04-09,2012-04-03,1610612753,Magic,Ryan Anderson,placed on IL with sprained right ankle,activated from IL,27.0,6,2011.0,2011.0
2580,2580,201583,2013-11-16,2012-04-26,1610612753,Magic,Ryan Anderson,DNP,activated from IL,27.0,569,2011.0,2013.0
2581,2581,201583,2015-01-25,2014-01-04,1610612740,Pelicans,Ryan Anderson,placed on IL with concussion / herniated disc in neck (out for season),returned to lineup,27.0,386,2013.0,2014.0
2582,2582,201583,2015-02-20,2015-02-09,1610612740,Pelicans,Ryan Anderson,sore/sprained right elbow (DTD),returned to lineup,27.0,11,2014.0,2014.0
2583,2583,201583,2015-04-01,2015-02-22,1610612740,Pelicans,Ryan Anderson,sprained MCL in right knee (DTD),returned to lineup,27.0,38,2014.0,2014.0
2584,2584,201583,2015-12-14,2015-12-11,1610612740,Pelicans,Ryan Anderson,placed on IL with illness,activated from IL,27.0,3,2015.0,2015.0
2585,2585,201583,2017-01-20,2016-03-20,1610612740,Pelicans,Ryan Anderson,left groin injury / sports hernia (out for season),returned to lineup,27.0,306,2015.0,2016.0
2586,2586,201583,2017-01-23,2017-01-21,1610612745,Rockets,Ryan Anderson,illness (DTD),returned to lineup,27.0,2,2016.0,2016.0
2587,2587,201583,2017-03-10,2017-03-08,1610612745,Rockets,Ryan Anderson,back injury (DTD),returned to lineup,27.0,2,2016.0,2016.0
2588,2588,201583,2017-04-07,2017-03-25,1610612745,Rockets,Ryan Anderson,sprained right ankle (DTD),activated from IL,27.0,13,2016.0,2016.0
2589,2589,201583,2017-11-25,2017-11-22,1610612745,Rockets,Ryan Anderson,placed on IL with illness,activated from IL,27.0,3,2017.0,2017.0
2590,2590,201583,2018-02-09,2018-02-07,1610612745,Rockets,Ryan Anderson,sprained right ankle (DTD),returned to lineup,27.0,2,2017.0,2017.0
2591,2591,201583,2018-03-17,2018-02-26,1610612745,Rockets,Ryan Anderson,sore left groin/hip (DTD),returned to lineup,27.0,19,2017.0,2017.0
2592,2592,201583,2018-03-27,2018-03-25,1610612745,Rockets,Ryan Anderson,placed on IL for rest,activated from IL,27.0,2,2017.0,2017.0
2593,2593,201583,2018-04-21,2018-04-04,1610612745,Rockets,Ryan Anderson,sprained left ankle (DTD),activated from IL,27.0,17,2017.0,2017.0
2594,2594,201583,2018-11-14,2018-11-10,1610612756,Suns,Ryan Anderson,tightness in lower back (DTD),returned to lineup,27.0,4,2018.0,2018.0
2595,2595,201584,2011-02-21,2011-02-16,1610612745,Rockets,Courtney Lee,placed on IL with pneumonia,activated from IL,26.0,5,2010.0,2010.0
2596,2596,201584,2012-01-17,2012-01-04,1610612745,Rockets,Courtney Lee,placed on IL with calf injury,activated from IL,26.0,13,2011.0,2011.0
2597,2597,201584,2014-11-05,2013-03-23,1610612738,Celtics,Courtney Lee,sprained left ankle (DNP),activated from IL,26.0,592,2012.0,2014.0
2598,2598,201584,2014-11-21,2014-11-19,1610612763,Grizzlies,Courtney Lee,flu (DTD),returned to lineup,26.0,2,2014.0,2014.0
2599,2599,201584,2015-03-25,2015-03-21,1610612763,Grizzlies,Courtney Lee,placed on IL with right hand injury,activated from IL,26.0,4,2014.0,2014.0
2600,2600,201584,2016-01-12,2016-01-08,1610612763,Grizzlies,Courtney Lee,bruised left hip (DTD),returned to lineup,26.0,4,2015.0,2015.0
2601,2601,201584,2016-12-06,2016-11-30,1610612752,Knicks,Courtney Lee,sprained left ankle (DTD),activated from IL,26.0,6,2016.0,2016.0
2602,2602,201584,2016-12-30,2016-12-27,1610612752,Knicks,Courtney Lee,sore right wrist (DTD),activated from IL,26.0,3,2016.0,2016.0
2603,2603,201584,2017-01-02,2016-12-30,1610612752,Knicks,Courtney Lee,sore right wrist (DTD),returned to lineup,26.0,3,2016.0,2016.0
2604,2604,201584,2018-04-03,2018-03-28,1610612752,Knicks,Courtney Lee,left foot injury (DTD),returned to lineup,26.0,6,2017.0,2017.0
2605,2605,201584,2018-12-01,2018-04-11,1610612752,Knicks,Courtney Lee,sprained left ankle (out for season),activated from IL,26.0,234,2017.0,2018.0
2606,2606,201584,2018-12-14,2018-12-12,1610612752,Knicks,Courtney Lee,placed on IL,activated from IL,26.0,2,2018.0,2018.0
2607,2607,201584,2019-02-06,2019-02-02,1610612752,Knicks,Courtney Lee,placed on IL,activated from IL,26.0,4,2018.0,2018.0
2608,2608,201584,2019-04-10,2019-04-09,1610612742,Mavericks,Courtney Lee,placed on IL with bruised left hip,activated from IL,26.0,1,2018.0,2018.0
2609,2609,201585,2010-12-17,2010-12-14,1610612750,Timberwolves,Kosta Koufos,placed on IL,activated from IL,22.0,3,2010.0,2010.0
2610,2610,201585,2011-01-13,2011-01-09,1610612750,Timberwolves,Kosta Koufos,placed on IL,activated from IL,22.0,4,2010.0,2010.0
2611,2611,201585,2011-02-02,2011-01-24,1610612750,Timberwolves,Kosta Koufos,placed on IL,activated from IL,22.0,9,2010.0,2010.0
2612,2612,201585,2011-04-03,2011-04-01,1610612743,Nuggets,Kosta Koufos,placed on IL,activated from IL,22.0,2,2010.0,2010.0
2613,2613,201585,2012-03-07,2012-03-04,1610612743,Nuggets,Kosta Koufos,placed on IL with knee injury,activated from IL,22.0,3,2011.0,2011.0
2614,2614,201585,2012-03-15,2012-03-09,1610612743,Nuggets,Kosta Koufos,placed on IL (F),activated from IL,22.0,6,2011.0,2011.0
2615,2615,201585,2012-03-28,2012-03-21,1610612743,Nuggets,Kosta Koufos,placed on IL with left knee tendinitis,activated from IL,22.0,7,2011.0,2011.0
2616,2616,201585,2012-12-07,2012-12-05,1610612743,Nuggets,Kosta Koufos,placed on IL with illness,activated from IL,22.0,2,2012.0,2012.0
2617,2617,201585,2014-11-21,2014-11-19,1610612763,Grizzlies,Kosta Koufos,placed on IL with flu,activated from IL,22.0,2,2014.0,2014.0
2618,2618,201585,2015-12-30,2015-12-28,1610612758,Kings,Kosta Koufos,illness (DTD),returned to lineup,22.0,2,2015.0,2015.0
2619,2619,201585,2016-03-07,2016-03-05,1610612758,Kings,Kosta Koufos,food poisoning (DTD),returned to lineup,22.0,2,2015.0,2015.0
2620,2620,201585,2016-04-07,2016-04-05,1610612758,Kings,Kosta Koufos,rest (DTD),returned to lineup,22.0,2,2015.0,2015.0
2621,2621,201585,2017-03-24,2017-03-22,1610612758,Kings,Kosta Koufos,rest (DTD),returned to lineup,22.0,2,2016.0,2016.0
2622,2622,201585,2018-02-24,2017-04-04,1610612758,Kings,Kosta Koufos,rest (DTD),activated from IL,22.0,326,2016.0,2017.0
2623,2623,201585,2018-10-29,2018-10-17,1610612758,Kings,Kosta Koufos,placed on IL with strained right hamstring,activated from IL,22.0,12,2018.0,2018.0
2624,2624,201585,2018-12-01,2018-11-12,1610612758,Kings,Kosta Koufos,placed on IL with right calf injury,activated from IL,22.0,19,2018.0,2018.0
2625,2625,201586,2013-01-16,2013-01-13,1610612760,Thunder,Serge Ibaka,placed on IL with bruised chest,activated from IL,25.0,3,2012.0,2012.0
2626,2626,201586,2014-05-25,2014-01-07,1610612760,Thunder,Serge Ibaka,flu (DNP),activated from IL,25.0,138,2013.0,2013.0
2627,2627,201586,2016-03-19,2015-03-13,1610612760,Thunder,Serge Ibaka,placed on IL with right knee injury (out for season),activated from IL,25.0,372,2014.0,2015.0
2628,2628,201586,2016-03-31,2016-03-29,1610612760,Thunder,Serge Ibaka,placed on IL,activated from IL,25.0,2,2015.0,2015.0
2629,2629,201586,2017-01-13,2016-04-06,1610612760,Thunder,Serge Ibaka,rest (DTD),returned to lineup,25.0,282,2015.0,2016.0
2630,2630,201586,2017-11-01,2017-02-15,1610612761,Raptors,Serge Ibaka,placed on IL,returned to lineup,25.0,259,2016.0,2017.0
2631,2631,201586,2017-11-19,2017-11-17,1610612761,Raptors,Serge Ibaka,placed on IL with swelling in left knee,activated from IL,25.0,2,2017.0,2017.0
2632,2632,201586,2017-12-20,2017-12-17,1610612761,Raptors,Serge Ibaka,placed on IL with sore left knee (DTD),activated from IL,25.0,3,2017.0,2017.0
2633,2633,201586,2018-04-11,2018-04-09,1610612761,Raptors,Serge Ibaka,placed on IL for rest,activated from IL,25.0,2,2017.0,2017.0
2634,2634,201586,2018-11-16,2018-11-14,1610612761,Raptors,Serge Ibaka,sore right knee (DTD),returned to lineup,25.0,2,2018.0,2018.0
2635,2635,201586,2018-12-26,2018-12-19,1610612761,Raptors,Serge Ibaka,right knee injury (DTD),returned to lineup,25.0,7,2018.0,2018.0
2636,2636,201586,2019-12-01,2019-11-09,1610612761,Raptors,Serge Ibaka,sprained right ankle (DTD),activated from IL,25.0,22,2019.0,2019.0
2637,2637,201586,2019-12-01,2019-11-09,1610612761,Raptors,Serge Ibaka,placed on IL with sprained right ankle,activated from IL,25.0,22,2019.0,2019.0
2638,2638,201586,2020-02-12,2020-02-10,1610612761,Raptors,Serge Ibaka,placed on IL with illness,activated from IL,25.0,2,2019.0,2019.0
2639,2639,201586,2020-03-05,2020-02-27,1610612761,Raptors,Serge Ibaka,sore right knee (DTD),activated from IL,25.0,7,2019.0,2019.0
2640,2640,201586,2020-08-17,2020-08-10,1610612761,Raptors,Serge Ibaka,placed on IL with bruised right knee,activated from IL,25.0,7,2020.0,2020.0
2641,2641,201587,2015-12-19,2015-12-17,1610612766,Hornets,Nicolas Batum,placed on IL with illness,activated from IL,26.0,2,2015.0,2015.0
2642,2642,201587,2016-01-10,2016-01-02,1610612766,Hornets,Nicolas Batum,sprained toe on right foot (DTD),returned to lineup,26.0,8,2015.0,2015.0
2643,2643,201587,2016-01-27,2016-01-21,1610612766,Hornets,Nicolas Batum,sprained right toe (DTD),returned to lineup,26.0,6,2015.0,2015.0
2644,2644,201587,2016-02-03,2016-01-30,1610612766,Hornets,Nicolas Batum,sprained right toe (DTD),returned to lineup,26.0,4,2015.0,2015.0
2645,2645,201587,2016-04-08,2016-04-05,1610612766,Hornets,Nicolas Batum,placed on IL with strained left knee,activated from IL,26.0,3,2015.0,2015.0
2646,2646,201587,2016-04-17,2016-04-13,1610612766,Hornets,Nicolas Batum,placed on IL with sore left ankle,activated from IL,26.0,4,2015.0,2015.0
2647,2647,201587,2016-04-27,2016-04-20,1610612766,Hornets,Nicolas Batum,strained left foot (DTD),activated from IL,26.0,7,2015.0,2015.0
2648,2648,201587,2016-11-28,2016-11-26,1610612766,Hornets,Nicolas Batum,corneal abrasion (DTD),returned to lineup,26.0,2,2016.0,2016.0
2649,2649,201587,2017-01-10,2017-01-06,1610612766,Hornets,Nicolas Batum,hyperextended/strained right knee (DTD),activated from IL,26.0,4,2016.0,2016.0
2650,2650,201587,2017-01-13,2017-01-10,1610612766,Hornets,Nicolas Batum,hyperextended/strained right knee (DTD),returned to lineup,26.0,3,2016.0,2016.0
2651,2651,201587,2017-03-18,2017-03-13,1610612766,Hornets,Nicolas Batum,migraine headache (DTD),returned to lineup,26.0,5,2016.0,2016.0
2652,2652,201587,2017-11-15,2017-10-05,1610612766,Hornets,Nicolas Batum,torn ligament in left elbow (out indefinitely),activated from IL,26.0,41,2017.0,2017.0
2653,2653,201587,2017-11-25,2017-11-24,1610612766,Hornets,Nicolas Batum,ulnar nerve contusion (DTD),returned to lineup,26.0,1,2017.0,2017.0
2654,2654,201587,2017-12-13,2017-12-11,1610612766,Hornets,Nicolas Batum,placed on IL with sore left elbow,activated from IL,26.0,2,2017.0,2017.0
2655,2655,201587,2018-03-26,2018-03-18,1610612766,Hornets,Nicolas Batum,left Achilles tendinitis (DTD),activated from IL,26.0,8,2017.0,2017.0
2656,2656,201587,2019-03-15,2019-03-11,1610612766,Hornets,Nicolas Batum,right eye injury (DTD),returned to lineup,26.0,4,2018.0,2018.0
2657,2657,201587,2019-03-29,2019-03-23,1610612766,Hornets,Nicolas Batum,placed on IL with illness,activated from IL,26.0,6,2018.0,2018.0
2658,2658,201587,2019-11-16,2019-10-24,1610612766,Hornets,Nicolas Batum,fractured finger (DTD),activated from IL,26.0,23,2019.0,2019.0
2659,2659,201587,2019-12-18,2019-12-11,1610612766,Hornets,Nicolas Batum,placed on IL with left hand injury,activated from IL,26.0,7,2019.0,2019.0
2660,2660,201587,2020-02-12,2020-02-08,1610612766,Hornets,Nicolas Batum,placed on IL with illness,activated from IL,26.0,4,2019.0,2019.0
2661,2661,201588,2010-11-06,2010-11-03,1610612759,Spurs,George Hill,placed on IL with neck injury,activated from IL,65.0,3,2010.0,2010.0
2662,2662,201588,2013-05-18,2010-12-18,1610612759,Spurs,George Hill,sprained right big toe (DNP),activated from IL,65.0,882,2010.0,2012.0
2663,2663,201588,2014-12-23,2013-11-01,1610612754,Pacers,George Hill,sore left hip (DNP),activated from IL,65.0,417,2013.0,2014.0
2664,2664,201588,2015-01-23,2015-01-02,1610612754,Pacers,George Hill,sore/strained left groin (DTD),activated from IL,65.0,21,2014.0,2014.0
2665,2665,201588,2015-11-24,2015-11-16,1610612754,Pacers,George Hill,upper respiratory infection (DTD),returned to lineup,65.0,8,2015.0,2015.0
2666,2666,201588,2016-01-06,2016-01-04,1610612754,Pacers,George Hill,food poisoning (DTD),returned to lineup,65.0,2,2015.0,2015.0
2667,2667,201588,2016-04-16,2016-04-13,1610612754,Pacers,George Hill,rest (DTD),returned to lineup,65.0,3,2015.0,2015.0
2668,2668,201588,2016-11-23,2016-11-07,1610612762,Jazz,George Hill,sprained right thumb (DTD),returned to lineup,65.0,16,2016.0,2016.0
2669,2669,201588,2016-12-29,2016-12-01,1610612762,Jazz,George Hill,sprained left big toe (DTD),activated from IL,65.0,28,2016.0,2016.0
2670,2670,201588,2017-01-07,2017-01-01,1610612762,Jazz,George Hill,placed on IL,activated from IL,65.0,6,2016.0,2016.0
2671,2671,201588,2017-02-11,2017-02-09,1610612762,Jazz,George Hill,sore left big toe (DTD),returned to lineup,65.0,2,2016.0,2016.0
2672,2672,201588,2017-03-08,2017-03-06,1610612762,Jazz,George Hill,sore toe (DTD),activated from IL,65.0,2,2016.0,2016.0
2673,2673,201588,2017-03-08,2017-03-06,1610612762,Jazz,George Hill,placed on IL,activated from IL,65.0,2,2016.0,2016.0
2674,2674,201588,2017-03-11,2017-03-08,1610612762,Jazz,George Hill,sore left big toe (DTD),returned to lineup,65.0,3,2016.0,2016.0
2675,2675,201588,2017-04-10,2017-03-29,1610612762,Jazz,George Hill,placed on IL with strained groin,activated from IL,65.0,12,2016.0,2016.0
2676,2676,201588,2017-10-31,2017-05-04,1610612762,Jazz,George Hill,placed on IL with sore left big toe (out for season),activated from IL,65.0,180,2016.0,2017.0
2677,2677,201588,2017-12-20,2017-12-19,1610612758,Kings,George Hill,placed on IL with illness,activated from IL,65.0,1,2017.0,2017.0
2678,2678,201588,2018-04-09,2018-04-01,1610612739,Cavaliers,George Hill,placed on IL with sprained left ankle,activated from IL,65.0,8,2017.0,2017.0
2679,2679,201588,2018-04-29,2018-04-22,1610612739,Cavaliers,George Hill,placed on IL with back spasms,activated from IL,65.0,7,2017.0,2017.0
2680,2680,201588,2018-11-24,2018-11-07,1610612739,Cavaliers,George Hill,placed on IL with sprained right shoulder,activated from IL,65.0,17,2018.0,2018.0
2681,2681,201588,2018-12-10,2018-12-07,1610612739,Cavaliers,George Hill,placed on IL with returned to lineup,activated from IL,65.0,3,2018.0,2018.0
2682,2682,201588,2019-03-09,2019-02-24,1610612749,Bucks,George Hill,strained left groin (DTD),activated from IL,65.0,13,2018.0,2018.0
2683,2683,201588,2019-03-22,2019-03-20,1610612749,Bucks,George Hill,left groin injury (DTD),returned to lineup,65.0,2,2018.0,2018.0
2684,2684,201588,2019-11-29,2019-11-25,1610612749,Bucks,George Hill,placed on IL with sore back,activated from IL,65.0,4,2019.0,2019.0
2685,2685,201588,2020-01-09,2020-01-07,1610612749,Bucks,George Hill,illness (DTD),activated from IL,65.0,2,2019.0,2019.0
2686,2686,201588,2020-02-20,2020-01-30,1610612749,Bucks,George Hill,strained left hamstring (DTD),activated from IL,65.0,21,2019.0,2019.0
2687,2687,201588,2020-03-08,2020-03-04,1610612749,Bucks,George Hill,placed on IL with groin injury,activated from IL,65.0,4,2019.0,2019.0
2688,2688,201588,2020-03-11,2020-03-09,1610612749,Bucks,George Hill,placed on IL with right adductor injury,activated from IL,65.0,2,2019.0,2019.0
2689,2689,201589,2010-12-03,2010-11-30,1610612763,Grizzlies,Darrell Arthur,placed on IL with strained left groin,activated from IL,54.0,3,2010.0,2010.0
2690,2690,201589,2012-11-23,2011-12-20,1610612763,Grizzlies,Darrell Arthur,ruptured right Achilles tendon (out for season),activated from IL,54.0,339,2011.0,2012.0
2691,2691,201589,2014-12-28,2012-12-15,1610612763,Grizzlies,Darrell Arthur,concussion (DNP),returned to lineup,54.0,743,2012.0,2014.0
2692,2692,201589,2015-01-01,2014-12-30,1610612743,Nuggets,Darrell Arthur,leg injury (DTD),returned to lineup,54.0,2,2014.0,2014.0
2693,2693,201589,2015-02-03,2015-01-31,1610612743,Nuggets,Darrell Arthur,placed on IL with illness,activated from IL,54.0,3,2014.0,2014.0
2694,2694,201589,2015-03-03,2015-02-27,1610612743,Nuggets,Darrell Arthur,sprained right calf (DTD),returned to lineup,54.0,4,2014.0,2014.0
2695,2695,201589,2015-03-16,2015-03-13,1610612743,Nuggets,Darrell Arthur,knee injury (DTD),returned to lineup,54.0,3,2014.0,2014.0
2696,2696,201589,2015-04-08,2015-03-25,1610612743,Nuggets,Darrell Arthur,calf injury (out for season),activated from IL,54.0,14,2014.0,2014.0
2697,2697,201589,2015-11-18,2015-04-08,1610612743,Nuggets,Darrell Arthur,strained right calf (out for season),returned to lineup,54.0,224,2014.0,2015.0
2698,2698,201589,2015-12-15,2015-12-11,1610612743,Nuggets,Darrell Arthur,sore right knee (DTD),returned to lineup,54.0,4,2015.0,2015.0
2699,2699,201589,2016-02-19,2016-02-03,1610612743,Nuggets,Darrell Arthur,sore left quadricep (DTD),returned to lineup,54.0,16,2015.0,2015.0
2700,2700,201589,2016-11-03,2016-04-02,1610612743,Nuggets,Darrell Arthur,sore knee (out for season),activated from IL,54.0,215,2015.0,2016.0
2701,2701,201589,2016-11-20,2016-11-08,1610612743,Nuggets,Darrell Arthur,sore left knee (DTD),returned to lineup,54.0,12,2016.0,2016.0
2702,2702,201589,2016-12-02,2016-11-30,1610612743,Nuggets,Darrell Arthur,illness (DTD),returned to lineup,54.0,2,2016.0,2016.0
2703,2703,201589,2016-12-17,2016-12-12,1610612743,Nuggets,Darrell Arthur,sore knee (DTD),returned to lineup,54.0,5,2016.0,2016.0
2704,2704,201589,2017-01-03,2017-01-02,1610612743,Nuggets,Darrell Arthur,placed on IL with sore left knee,activated from IL,54.0,1,2016.0,2016.0
2705,2705,201589,2017-01-21,2017-01-12,1610612743,Nuggets,Darrell Arthur,placed on IL with sore left knee,activated from IL,54.0,9,2016.0,2016.0
2706,2706,201589,2017-02-06,2017-02-04,1610612743,Nuggets,Darrell Arthur,placed on IL,activated from IL,54.0,2,2016.0,2016.0
2707,2707,201589,2017-02-23,2017-02-13,1610612743,Nuggets,Darrell Arthur,sore left knee (DTD),returned to lineup,54.0,10,2016.0,2016.0
2708,2708,201589,2017-03-22,2017-03-13,1610612743,Nuggets,Darrell Arthur,rest (DTD),returned to lineup,54.0,9,2016.0,2016.0
2709,2709,201589,2017-04-05,2017-03-30,1610612743,Nuggets,Darrell Arthur,sore left knee (DTD),activated from IL,54.0,6,2016.0,2016.0
2710,2710,201590,2013-05-25,2012-01-05,1610612758,Kings,Donte Greene,personal reasons (DNP),activated from IL,2.0,506,2011.0,2012.0
2711,2711,201593,2010-12-04,2010-11-14,1610612750,Timberwolves,Nikola Pekovic,sprained left ankle (DNP),activated from IL,66.0,20,2010.0,2010.0
